`artistID`|`artistName`|`artistNo`|`trackID`
`2YZyLoL8N0Wb9xBt1NhZWg`|`Kendrick Lamar`|1|`51rXHuKN8Loc4sUlKPODgH`
`1RyvyyTE3xzB2ZywiAwp0i`|`Future`|2|`51rXHuKN8Loc4sUlKPODgH`
`53KwLdlmrlCelAZMaLVZqU`|`James Blake`|3|`51rXHuKN8Loc4sUlKPODgH`
`2YZyLoL8N0Wb9xBt1NhZWg`|`Kendrick Lamar`|0|`66kQ7wr4d2LwwSjr7HXcyr`
`7tYKF4w9nC0nq9CsPZTHyP`|`SZA`|1|`66kQ7wr4d2LwwSjr7HXcyr`
`3CjlHNtplJyTf9npxaPl5w`|`CHVRCHES`|0|`5MbeIktglgTouqOHnVunxp`
`1Xyo4u8uXC1ZmMpatF05PJ`|`The Weeknd`|0|`6ZNo7Vi0TE9ul1fhKd4S1M`
`2YZyLoL8N0Wb9xBt1NhZWg`|`Kendrick Lamar`|1|`6ZNo7Vi0TE9ul1fhKd4S1M`
`5he5w2lnU9x7JFhnwcekXX`|`Skrillex`|0|`0mlf3yOGzVnIVxjybDQL3h`
`3QJzdZJYIAcoET1GcfpNGi`|`Damian Marley`|1|`0mlf3yOGzVnIVxjybDQL3h`
`1l2ekx5skC4gJH8djERwh1`|`Don Diablo`|0|`3AzvNvE3xpgelqmE5MRnbI`
`7hOGhpa8RMSuDOWntGIAJt`|`A R I Z O N A`|1|`3AzvNvE3xpgelqmE5MRnbI`
`6WY7D3jk8zTrHtmkqqo5GI`|`Maren Morris`|0|`1LM5zQv5pBKPyO7rm7Uz6U`
`1LOB7jTeEV14pHai6EXSzF`|`Cash Cash`|0|`7nwGvxqSrgAuty1tlPGCFz`
`6jsjhAEteAlY0vCiLvMLBA`|`ROZES`|1|`7nwGvxqSrgAuty1tlPGCFz`
`2o5jDhtHVPhrJdv3cEQ99Z`|`Tiësto`|0|`7pstxLUhvsJC3M4TxHe2aI`
`7KUri7klyLaIFXLcuuOMCd`|`Stargate`|1|`7pstxLUhvsJC3M4TxHe2aI`
`0id62QV2SZZfvBn9xpmuCl`|`Aloe Blacc`|2|`7pstxLUhvsJC3M4TxHe2aI`
`5IcR3N7QB1j6KBL8eImZ8m`|`ScHoolboy Q`|0|`4LmAnpjlhWTahvRkYR8xJa`
`17lzZA2AlOHwCwFALHttmp`|`2 Chainz`|1|`4LmAnpjlhWTahvRkYR8xJa`
`37Qsf5KCKljH7mL134xp4k`|`Saudi`|2|`4LmAnpjlhWTahvRkYR8xJa`
`68kEuyFKyqrdQQLLsmiatm`|`Vince Staples`|0|`7bUcBztfGqO7cSI2gMZeCI`
`3kv1Edgn5HlEWCuEKr1Y9x`|`Yugen Blakrok`|1|`7bUcBztfGqO7cSI2gMZeCI`
`2TImI3DW7o5MdRXJs4D37h`|`SOB X RBE`|0|`2tPcTFiQF9MbVUyjZ3zDhA`
`64KEffDW9EtZ1y2vBYgq8T`|`Marshmello`|0|`08bNPGLD8AhKpnnERrAc6G`
`1zNqDE7qDGCsyzJwohVaoX`|`Anne-Marie`|1|`08bNPGLD8AhKpnnERrAc6G`
`46CitWgnWrvF9t70C2p1Me`|`Daughter`|0|`1vyrrrnb7182SL6iOMor3O`
`28ExwzUQsvgJooOI0X1mr3`|`Jay Rock`|0|`1eLSF6HfrRA0AsNmTkUlKx`
`2YZyLoL8N0Wb9xBt1NhZWg`|`Kendrick Lamar`|1|`1eLSF6HfrRA0AsNmTkUlKx`
`1RyvyyTE3xzB2ZywiAwp0i`|`Future`|2|`1eLSF6HfrRA0AsNmTkUlKx`
`53KwLdlmrlCelAZMaLVZqU`|`James Blake`|3|`1eLSF6HfrRA0AsNmTkUlKx`
`7hAolICGSgXJuM6DUpK5rp`|`Chairlift`|0|`6Jq1ECQ8bKy8favqanidGT`
`7K3zpFXBvPcvzhj7zlGJdO`|`Crystal Castles`|0|`5kCWUfblMC2xdBruW7PeuC`
`37uLId6Z5ZXCx19vuruvv5`|`Hot Chip`|0|`5RrWu7ddslbnrRImeW7LOs`
`55fhWPvDiMpLnE4ZzNXZyW`|`Noah Cyrus`|0|`7LpFbKbjfB2vuKx59Lgtdq`
`0bdfiayQAKewqEvaU6rXCv`|`MØ`|1|`7LpFbKbjfB2vuKx59Lgtdq`
`0bdfiayQAKewqEvaU6rXCv`|`MØ`|0|`5UEvfBx5yQ14HALjI8jk3t`
`11gWrKZMBsGQWmobv3oNfW`|`Alison Wonderland`|0|`1XD8WkOQQhBy17UZkuMmCk`
`4B1CeNsCcLfOvRBJ34UUSX`|`M-Phazes`|1|`1XD8WkOQQhBy17UZkuMmCk`
`1aSwrSGBNGMLn9ymttfRkk`|`Lido`|2|`1XD8WkOQQhBy17UZkuMmCk`
`76M2Ekj8bG8W7X2nbx2CpF`|`NGHTMRE`|0|`3K8pkumra3Ecp2TaZH54eW`
`3Zdx0EBl28UAJ3LUzjeB89`|`PASSEPORT`|1|`3K8pkumra3Ecp2TaZH54eW`
`0bdfiayQAKewqEvaU6rXCv`|`MØ`|0|`29WhvdaUnlpxNIGJbqGOmS`
`0bdfiayQAKewqEvaU6rXCv`|`MØ`|0|`5q5gzmbBS5yQzos2BvVr1t`
`39vA9YljbnOApXKniLWBZv`|`Sylvan Esso`|0|`1edOSqQG1mP9hcrI0EDNhw`
`39vA9YljbnOApXKniLWBZv`|`Sylvan Esso`|0|`1BRwuvjhkgezmv1gcI6lT6`
`64mPnRMMeudAet0E62ypkx`|`Primus`|0|`4kiVGEOrzWmEUCxXU21rtN`
`64mPnRMMeudAet0E62ypkx`|`Primus`|0|`0EMLtepZpcY9T64AVEmyyv`
`6FIrstf3kHEg3zBOyLpvxD`|`Ra Ra Riot`|0|`5ltD2rZ30hNCrUwZthipBV`
`3TNt4aUIxgfy9aoaft5Jj2`|`Yeah Yeah Yeahs`|0|`2idmlkd8oUaQvYEtINpLBX`
`3TaUSUXn41GixL7zbvrIDt`|`A-Trak`|1|`2idmlkd8oUaQvYEtINpLBX`
`2eam0iDomRHGBypaDQLwWI`|`Bleachers`|0|`5L95vS64rG1YMIFm1hLjyZ`
`3MM8mtgFzaEJsqbjZBSsHJ`|`Bloc Party`|0|`2YxXuCdbUpil3P7tRjhW1t`
`3CjlHNtplJyTf9npxaPl5w`|`CHVRCHES`|0|`1pQ7Z3oMyJXnHydstuxL7F`
`27jRNjIvlUcGN7FBRDnqhp`|`Matt Berninger`|1|`1pQ7Z3oMyJXnHydstuxL7F`
`4xRYI6VqpkE3UwrDrAZL8L`|`Logic`|0|`6zOhgKfbMiQWToE6K13s2s`
`64KEffDW9EtZ1y2vBYgq8T`|`Marshmello`|1|`6zOhgKfbMiQWToE6K13s2s`
`7sgWBYtJpblXpJl2lU5WVs`|`Electric Guest`|0|`6KwSdmAba8BxoxVXPw70LO`
`2XoGO4QcRyFI1Df8exDo7Z`|`Devin Di Dakta`|1|`6KwSdmAba8BxoxVXPw70LO`
`3CjlHNtplJyTf9npxaPl5w`|`CHVRCHES`|0|`1dmeXS21t9WV6d3Fm5mxTi`
`7jZycSvTyx0W9poD4PjEIG`|`The Hunna`|0|`28qibzvW2qqNDfAsAS71pL`
`1dfeR4HaWDbWqFHLkxsg1d`|`Queen`|0|`11IzgLRXV7Cgek3tEgGgjw`
`0oSGxfWSnnOXhD2fKuz2Gy`|`David Bowie`|1|`11IzgLRXV7Cgek3tEgGgjw`
`5eAWCfyUhZtHHtBdNk56l1`|`System Of A Down`|0|`0snQkGI5qnAmohLE7jTsTn`
`64KEffDW9EtZ1y2vBYgq8T`|`Marshmello`|0|`2HO0uCyq8jOveEzvmo4JEu`
`0KEExJc1NKwmzJxQHbbkts`|`Leah Culver`|1|`2HO0uCyq8jOveEzvmo4JEu`
`4AA8eXtzqh5ykxtafLaPOi`|`What So Not`|0|`7pauugiB3wwcacuUy8zCXI`
`5he5w2lnU9x7JFhnwcekXX`|`Skrillex`|1|`7pauugiB3wwcacuUy8zCXI`
`3cWOwptrfEuGMJ2cM7ipc3`|`KLP`|2|`7pauugiB3wwcacuUy8zCXI`
`586uxXMyD5ObPuzjtrzO1Q`|`Sofi Tukker`|0|`1YMhVt1sflC3ijwLMVtVtm`
`1nhSLEYdoBHG6cJ8NDwoF1`|`Fickle Friends`|0|`6QcKseIHVR6aerVtRm5kmq`
`3AA28KZvwAUcZuOKwyblJQ`|`Gorillaz`|0|`0d28khcov6AiegSCpG5TuT`
`0C0XlULifJtAgn6ZNCW2eu`|`The Killers`|0|`7oK9VyNzrYvRFo7nQEYkWN`
`1nhSLEYdoBHG6cJ8NDwoF1`|`Fickle Friends`|0|`27W2xRl5A5vUTuj0kX6YmW`
`2e53aHBQdCMKWqHDuyJsjC`|`Free`|0|`7IhkWF9zpiYKlU7CxHxYT9`
`3koiLjNrgRTNbOwViDipeA`|`Marvin Gaye`|0|`1LeWIs2hP2r5yOQnVuYoI5`
`75jNCko3SnEMI5gwGqrbb8`|`Tammi Terrell`|1|`1LeWIs2hP2r5yOQnVuYoI5`
`2iE18Oxc8YSumAU232n4rW`|`The Jackson 5`|0|`2OSfEYKhlSsLx6vn4O75RK`
`3CjlHNtplJyTf9npxaPl5w`|`CHVRCHES`|0|`3PvzvltQZLIKk9YgoMP3Yq`
`3CjlHNtplJyTf9npxaPl5w`|`CHVRCHES`|0|`35yJgLFoyT39UGJhyeNhzb`
`6Rx1JKzBrSzoKQtmbVmBnM`|`Hayley Williams`|1|`35yJgLFoyT39UGJhyeNhzb`
`3CjlHNtplJyTf9npxaPl5w`|`CHVRCHES`|0|`3pQInbIkxJ6kxh0eAyUoyx`
`74XFHRwlV6OrjEM0A2NCMF`|`Paramore`|0|`04BSvYghzdxjSJNpee36er`
`3OpqU68JpZlzvjAJj3B2Da`|`Alestorm`|0|`1FxJySMe1BLNZYHShMemEo`
`4EnEZVjo3w1cwcQYePccay`|`N.W.A.`|0|`1i0kVfX5LdEdo52St39QM0`
`3Uobr6LgQpBbk6k4QGAb3V`|`I Prevail`|0|`076jgZgkx4YiJ4q0dN3Xsl`
`34EP7KEpOjXcM2TCat1ISk`|`Wu-Tang Clan`|0|`2tNmhDlMbwQZLxQtWMt2EU`
`6WY7D3jk8zTrHtmkqqo5GI`|`Maren Morris`|0|`09iyGiljLWRYXdRazFkdtJ`
`6WY7D3jk8zTrHtmkqqo5GI`|`Maren Morris`|0|`41e2LhE1nFYh41vIteVA5u`
`4V8Sr092TqfHkfAA5fXXqG`|`Luis Fonsi`|0|`6rPO02ozF3bM7NnOV4h6s2`
`4VMYDCV2IEDYJArk749S6m`|`Daddy Yankee`|1|`6rPO02ozF3bM7NnOV4h6s2`
`1uNFoZAHBGtllmzznpCI3s`|`Justin Bieber`|2|`6rPO02ozF3bM7NnOV4h6s2`
`1tqhsYv8yBBdwANFNzHtcr`|`Lil Dicky`|0|`10Igtw8bSDyyFs7KIsKngZ`
`7bXgB6jMjp9ATFy66eO08Z`|`Chris Brown`|1|`10Igtw8bSDyyFs7KIsKngZ`
`2J0JN7EFN10G1Tty6hX0AN`|`DJ ESCO`|0|`4VmcVEuTlYnWcc6QksaLyw`
`1RyvyyTE3xzB2ZywiAwp0i`|`Future`|1|`4VmcVEuTlYnWcc6QksaLyw`
`1pPmIToKXyGdsCF6LmqLmI`|`Rich The Kid`|2|`4VmcVEuTlYnWcc6QksaLyw`
`50co4Is1HCEo8bhOyUWKpn`|`Young Thug`|3|`4VmcVEuTlYnWcc6QksaLyw`
`13ubrt8QOOCPljQ2FL1Kca`|`A$AP Rocky`|0|`3ZYwSDF9knZI0RVlKR4PHC`
`4TEJudQY2pXxVHPE3gD2EU`|`BlocBoy JB`|1|`3ZYwSDF9knZI0RVlKR4PHC`
`4TEJudQY2pXxVHPE3gD2EU`|`BlocBoy JB`|0|`4qKcDkK6siZ7Jp1Jb4m0aL`
`3TVXtAsR1Inumwj472S9r4`|`Drake`|1|`4qKcDkK6siZ7Jp1Jb4m0aL`
`5wPoxI5si3eJsYYwyXV4Wi`|`N.E.R.D`|0|`739vCwA3EpBSkk3uDsI2wB`
`5pKCCKE2ajJHZ9KAiaK11H`|`Rihanna`|1|`739vCwA3EpBSkk3uDsI2wB`
`3TVXtAsR1Inumwj472S9r4`|`Drake`|2|`739vCwA3EpBSkk3uDsI2wB`
`0FOWNUFHPnMy0vOw1siGqi`|`Belly`|0|`5tpEGhK123kgPf7pWWE9g6`
`0A0FS04o6zMoto8OKPsDwY`|`YG`|1|`5tpEGhK123kgPf7pWWE9g6`
`5wPoxI5si3eJsYYwyXV4Wi`|`N.E.R.D`|0|`6epMDLTE0OtSEZeLziJyQm`
`1RyvyyTE3xzB2ZywiAwp0i`|`Future`|1|`6epMDLTE0OtSEZeLziJyQm`
`2RdwBSPQiwcmiDo9kixcl8`|`Pharrell Williams`|2|`6epMDLTE0OtSEZeLziJyQm`
`6DPYiyq5kWVQS4RGwxzPC7`|`Dr. Dre`|0|`503OTo2dSqe7qk76rgsbep`
`7hJcb9fa4alzcOq3EaNPoG`|`Snoop Dogg`|1|`503OTo2dSqe7qk76rgsbep`
`1zNqQNIdeOUZHb8zbZRFMX`|`Swae Lee`|0|`07VJGBnywGutMZ72kRyEop`
`7iZtZyCzp3LItcw1wtPI3D`|`Rae Sremmurd`|1|`07VJGBnywGutMZ72kRyEop`
`5wPoxI5si3eJsYYwyXV4Wi`|`N.E.R.D`|0|`3e7KcqiZN4wSrpoHUeYXjY`
`13y7CgLHjMVRMDqxdx0Xdo`|`Gucci Mane`|1|`3e7KcqiZN4wSrpoHUeYXjY`
`67nwj3Y5sZQLl72VNUHEYE`|`Wale`|2|`3e7KcqiZN4wSrpoHUeYXjY`
`5wPoxI5si3eJsYYwyXV4Wi`|`N.E.R.D`|0|`2svutFGaCycRmYc1mWbfQh`
`2YZyLoL8N0Wb9xBt1NhZWg`|`Kendrick Lamar`|1|`2svutFGaCycRmYc1mWbfQh`
`2RdwBSPQiwcmiDo9kixcl8`|`Pharrell Williams`|2|`2svutFGaCycRmYc1mWbfQh`
`5wPoxI5si3eJsYYwyXV4Wi`|`N.E.R.D`|0|`5hIg7J1i50XLG7bPKQM6O5`
`74V3dE1a51skRkdII8y2C6`|`André 3000`|1|`5hIg7J1i50XLG7bPKQM6O5`
`2RdwBSPQiwcmiDo9kixcl8`|`Pharrell Williams`|2|`5hIg7J1i50XLG7bPKQM6O5`
`5wPoxI5si3eJsYYwyXV4Wi`|`N.E.R.D`|0|`65UcBkHqJoIk33vfxqUzvm`
`2YZyLoL8N0Wb9xBt1NhZWg`|`Kendrick Lamar`|1|`65UcBkHqJoIk33vfxqUzvm`
`0QJIPDAEDILuo8AIq3pMuU`|`M.I.A.`|2|`65UcBkHqJoIk33vfxqUzvm`
`5wPoxI5si3eJsYYwyXV4Wi`|`N.E.R.D`|0|`7xEmhWUYNz8m2Ctusg1chK`
`2RdwBSPQiwcmiDo9kixcl8`|`Pharrell Williams`|1|`7xEmhWUYNz8m2Ctusg1chK`
`41qil2VaGbD194gaEcmmyx`|`Will Smith`|0|`59xpdlaIK1l5hiYP1KsBxK`
`4cynDosMoBQcVD9UKLq8eX`|`K-Ci`|1|`59xpdlaIK1l5hiYP1KsBxK`
`053q0ukIDRgzwTr4vNSwab`|`Grimes`|0|`4ZcGbQ5dOKX6rJk4yvza9R`
`586uxXMyD5ObPuzjtrzO1Q`|`Sofi Tukker`|0|`4hQgwqC6l210S9DgcEueM9`
`71le7jtjw9hq389Fnvi6XM`|`Soleima`|0|`4iwOYAVxF7vOsAVuqowJ2A`
`4kYSro6naA4h99UJvo89HB`|`Cardi B`|0|`2qcG0nZ6S3zZV0UrkY5nFo`
`6oMuImdp5ZcFhWP0ESe6mG`|`Migos`|1|`2qcG0nZ6S3zZV0UrkY5nFo`
`4kYSro6naA4h99UJvo89HB`|`Cardi B`|0|`17Yq72h0p15OhCbZ5lJ5gd`
`4kYSro6naA4h99UJvo89HB`|`Cardi B`|0|`6KBYefIoo7KydImq1uUQlL`
`4kYSro6naA4h99UJvo89HB`|`Cardi B`|0|`2Yl4OmDby9iitgNWZPwxkd`
`4kYSro6naA4h99UJvo89HB`|`Cardi B`|0|`58q2HKrzhC3ozto2nDdN4z`
`4q3ewBCX7sLwd24euuV69X`|`Bad Bunny`|1|`58q2HKrzhC3ozto2nDdN4z`
`1vyhD5VmyZ7KMfW5gqLgo5`|`J Balvin`|2|`58q2HKrzhC3ozto2nDdN4z`
`4kYSro6naA4h99UJvo89HB`|`Cardi B`|0|`0CfmNX2TXk7yoJqHJiixnp`
`0A0FS04o6zMoto8OKPsDwY`|`YG`|1|`0CfmNX2TXk7yoJqHJiixnp`
`55tif8708yyDQlSjh3Trdu`|`Ben Folds`|0|`2M0108blVuzD6a2ZZlzKV6`
`02kJSzxNuaWGqwubyUba0Z`|`G-Eazy`|0|`5k38wzpLb15YgncyWdTZE4`
`26VFTg2z8YR0cCuwLzESi2`|`Halsey`|1|`5k38wzpLb15YgncyWdTZE4`
`26VFTg2z8YR0cCuwLzESi2`|`Halsey`|0|`7y9iMe8SOB6z3NoHE2OfXl`
`26VFTg2z8YR0cCuwLzESi2`|`Halsey`|0|`3tbNT2X5tfMIVeUflYbZUZ`
`0c173mlxpT3dSFRgMO8XPh`|`Big Sean`|1|`3tbNT2X5tfMIVeUflYbZUZ`
`2ExGrw6XpbtUAJHTLtUXUD`|`Stefflon Don`|2|`3tbNT2X5tfMIVeUflYbZUZ`
`7CajNmpbOovFoOoasH2HaY`|`Calvin Harris`|0|`7ef4DlsgrMEH11cDZd32M6`
`6M2wZ9GZgrQXHCFfjv46we`|`Dua Lipa`|1|`7ef4DlsgrMEH11cDZd32M6`
`053q0ukIDRgzwTr4vNSwab`|`Grimes`|0|`17eu2pSgSUpIG1GFWBnODv`
`73sIBHcqh3Z3NyqHKZ7FOL`|`Childish Gambino`|0|`3HooZZPp0evFShqaJ2Pwer`
`02kJSzxNuaWGqwubyUba0Z`|`G-Eazy`|0|`794QVQtFNy7hvtjQP1keQd`
`6Ha4aES39QiVjR0L2lwuwq`|`Yo Gotti`|1|`794QVQtFNy7hvtjQP1keQd`
`3gGUMEwIX6XodWsYEvKSal`|`YBN Nahmir`|2|`794QVQtFNy7hvtjQP1keQd`
`3CjlHNtplJyTf9npxaPl5w`|`CHVRCHES`|0|`6vgqv2UHRvXopkV9RbG7Wq`
`4Ui2kfOqGujY81UcPrb5KE`|`HAIM`|0|`1XCpzvtHjANEBhS9a4xqQ2`
`1hCkSJcXREhrodeIHQdav8`|`Ramin Djawadi`|0|`7IWI0v04q8PXZI7ff8jJJq`
`4xnMDfgEmXZEEDdITKcGuE`|`Audien`|0|`0dzKKW6FzIT7C38BdQBbgw`
`1bqxdqvUtPWZri43cKHac8`|`MAX`|1|`0dzKKW6FzIT7C38BdQBbgw`
`6MERXsiRbur2oJZFgYRDKz`|`Vitamin String Quartet`|0|`1G81FwrRLEk0c6g7JM77Da`
`1gR0gsQYfi6joyO1dlp76N`|`Justice`|0|`33yAEqzKXexYM3WlOYtTfQ`
`1vCWHaC5f2uS3yhpwWbIA6`|`Avicii`|0|`75NhhYjHO43mvZgYtnXgti`
`5CCwRZC6euC8Odo6y9X8jr`|`Rita Ora`|1|`75NhhYjHO43mvZgYtnXgti`
`1vCWHaC5f2uS3yhpwWbIA6`|`Avicii`|0|`4h8VwCb1MTGoLKueQ1WgbD`
`1vCWHaC5f2uS3yhpwWbIA6`|`Avicii`|0|`2P4OICZRVAQcYAV2JReRfj`
`1vCWHaC5f2uS3yhpwWbIA6`|`Avicii`|0|`5QjJgPU8AJeickx34f7on6`
`1vCWHaC5f2uS3yhpwWbIA6`|`Avicii`|0|`4RXpgGM7A4Hg7cFBoH5KyF`
`1vCWHaC5f2uS3yhpwWbIA6`|`Avicii`|0|`0ct6r3EGTcMLPtrXHDvVjc`
`1vCWHaC5f2uS3yhpwWbIA6`|`Avicii`|0|`35j3CjgBRoqLp8LsAKsQF4`
`1vCWHaC5f2uS3yhpwWbIA6`|`Avicii`|0|`5HRV0yHL9ioy0FvEXbI8Xu`
`5he5w2lnU9x7JFhnwcekXX`|`Skrillex`|1|`5HRV0yHL9ioy0FvEXbI8Xu`
`1vCWHaC5f2uS3yhpwWbIA6`|`Avicii`|0|`591nHHHzZl1NLt9PMKpinM`
`5ChF3i92IPZHduM7jN3dpg`|`Nicky Romero`|1|`591nHHHzZl1NLt9PMKpinM`
`1vCWHaC5f2uS3yhpwWbIA6`|`Avicii`|0|`06h3McKzmxS8Bx58USHiMq`
`1vCWHaC5f2uS3yhpwWbIA6`|`Avicii`|0|`5jArdzGcWlv1EVkwjRjtqy`
`1I2Ym2gEyEg4e81eul5aKa`|`Cazzette`|1|`5jArdzGcWlv1EVkwjRjtqy`
`0F0otkpvDmCa1E0ePmHmi9`|`Sebastian Furrer`|2|`5jArdzGcWlv1EVkwjRjtqy`
`1AHRo5akwp7Olm5IeKzzJJ`|`Alexander Björklund`|3|`5jArdzGcWlv1EVkwjRjtqy`
`1vCWHaC5f2uS3yhpwWbIA6`|`Avicii`|0|`4AMDVGnxiXauYQxeT6Cdwv`
`1vCWHaC5f2uS3yhpwWbIA6`|`Avicii`|0|`5iKOpf0SZDSGkJRhkwgSrl`
`1vCWHaC5f2uS3yhpwWbIA6`|`Avicii`|0|`5PeguKYcJWWscfrAk3dxId`
`1vCWHaC5f2uS3yhpwWbIA6`|`Avicii`|0|`2BVVmJQZv4fOPWavI9mkIj`
`1vCWHaC5f2uS3yhpwWbIA6`|`Avicii`|0|`0xIVvRmjztR1AwuHrkhH41`
`1vCWHaC5f2uS3yhpwWbIA6`|`Avicii`|0|`3c3XJ9P1BjOtmNXKvdVyHK`
`1vCWHaC5f2uS3yhpwWbIA6`|`Avicii`|0|`5wl32jJoBEyWUaDOtJVoMo`
`2fVW2ix4ANKiofDZIsy1XR`|`Vargas & Lagola`|1|`5wl32jJoBEyWUaDOtJVoMo`
`1vCWHaC5f2uS3yhpwWbIA6`|`Avicii`|0|`7oDjaRDdf9zNQ8N3yRjQwF`
`1G9G7WwrXka3Z1r7aIDjI7`|`OutKast`|0|`6glsMWIMIxQ4BedzLqGVi4`
`4TrraAsitQKl821DQY42cZ`|`Sigrid`|0|`1Lz8M0HL8IPugvYoTjJjfE`
`4TrraAsitQKl821DQY42cZ`|`Sigrid`|0|`0ZuflY2Ocv8eQpcxi7Hoat`
`4TrraAsitQKl821DQY42cZ`|`Sigrid`|0|`7yNSKfs3tjnh44of1FIF5k`
`6ueGR6SWhUJfvEhqkvMsVs`|`Janelle Monáe`|0|`09cbVzEkJN4tMVg3GnolJF`
`1vCWHaC5f2uS3yhpwWbIA6`|`Avicii`|0|`5Iy2Jj87Ha0C0IBlNE1I4y`
`7hJcb9fa4alzcOq3EaNPoG`|`Snoop Dogg`|0|`5HQVUIKwCEXpe7JIHyY734`
`137W8MRPWKqSmrBGDBFSop`|`Wiz Khalifa`|1|`5HQVUIKwCEXpe7JIHyY734`
`0du5cEVh5yTK9QJze8zA0C`|`Bruno Mars`|2|`5HQVUIKwCEXpe7JIHyY734`
`07YZf4WDAMNwqr4jfgOZ8y`|`Jason Derulo`|0|`2zJZwWF7BTGIIvrAlgzJEx`
`0ZED1XzwlLHW4ZaG4lOT6m`|`Julia Michaels`|0|`2OvV4NjEBRE9v8Oo7QeUCq`
`6Xgp2XMz1fhVYe7i6yNAax`|`Trippie Redd`|1|`2OvV4NjEBRE9v8Oo7QeUCq`
`73sIBHcqh3Z3NyqHKZ7FOL`|`Childish Gambino`|0|`0b9oOr2ZgvyQu88wzixux9`
`4V8LLVI7PbaPR0K2TGSxFF`|`Tyler, The Creator`|0|`74ZovzRxHBvCq5yIwe8boh`
`0PFtn5NtBbbUNbU9EAmIWF`|`TOTO`|0|`2374M0fQpWi3dLnB54qaLX`
`698hF4vcwHwPy8ltmXermq`|`Far East Movement`|0|`4DvhkX2ic4zWkQeWMwQ2qf`
`7C64wNX3howEFZjAYRKsfP`|`The Cataracs`|1|`4DvhkX2ic4zWkQeWMwQ2qf`
`7Ip2u3e5Nv6fFb5xyIHxEE`|`DEV`|2|`4DvhkX2ic4zWkQeWMwQ2qf`
`5CCwRZC6euC8Odo6y9X8jr`|`Rita Ora`|0|`1YNQscOx6OqBQjxgJVhEeW`
`64M6ah0SkkRsnPGtGiRAbb`|`Bebe Rexha`|1|`1YNQscOx6OqBQjxgJVhEeW`
`25uiPmTg16RbhZWAqwLBy5`|`Charli XCX`|2|`1YNQscOx6OqBQjxgJVhEeW`
`4kYSro6naA4h99UJvo89HB`|`Cardi B`|3|`1YNQscOx6OqBQjxgJVhEeW`
`1hCkSJcXREhrodeIHQdav8`|`Ramin Djawadi`|0|`4FKOyud1dKcDMa1nEYygaj`
`66CXWjxzNUsdJxJ2JdwvnR`|`Ariana Grande`|0|`5SxkdsY1ufZzoq9iXceLw9`
`246dkjvS1zLTtiykXe5h60`|`Post Malone`|0|`7dt6x5M1jzdTEt8oCbisTK`
`0C8ZW7ezQVs4URX5aX7Kqx`|`Selena Gomez`|0|`4hQ6UGyWQIGJmHSo0J88JW`
`1zNqDE7qDGCsyzJwohVaoX`|`Anne-Marie`|0|`4Pbg79cTBu4vgSphoyNq3j`
`6wKxOKEA3K6R2UZ3COLXEY`|`Elohim`|0|`5ifX5aMUoHUIMIgotaefNq`
`6wKxOKEA3K6R2UZ3COLXEY`|`Elohim`|0|`7C9LL3VLYFjwvBpqTGz3PC`
`66CXWjxzNUsdJxJ2JdwvnR`|`Ariana Grande`|0|`2meEiZKWkiN28gITzFwQo5`
`66CXWjxzNUsdJxJ2JdwvnR`|`Ariana Grande`|0|`12KUFSHFgT0XCoiSlvdQi4`
`2qxJFvFYMEDqd7ui6kSAcq`|`Zedd`|1|`12KUFSHFgT0XCoiSlvdQi4`
`66CXWjxzNUsdJxJ2JdwvnR`|`Ariana Grande`|0|`2tpIAmAq9orm1Owh5pja1w`
`70kkdajctXSbqSMJbQO424`|`Kacey Musgraves`|0|`2U2Z1IXnmJIvlknWizFykZ`
`5K4W6rqBFWDnAN6FQUkS6x`|`Kanye West`|0|`0jOL63hLMeSCHTXPdFkniq`
`0ONHkAv9pCAFxb0zJwDNTy`|`Pusha T`|1|`0jOL63hLMeSCHTXPdFkniq`
`4yvcSjfu4PC0CYQyLy4wSq`|`Glass Animals`|0|`0rRjGruFonCGOt0S5zAJNQ`
`4yvcSjfu4PC0CYQyLy4wSq`|`Glass Animals`|0|`0WYqT1IvPzmKNNzR8mgIQs`
`4yvcSjfu4PC0CYQyLy4wSq`|`Glass Animals`|0|`32zkKx35Et6A515oZKxDkD`
`6MDME20pz9RveH9rEXvrOM`|`Clean Bandit`|0|`6kPJZM97LwdG9QIsT7khp6`
`6S2OmqARrzebs0tKUEyXyp`|`Demi Lovato`|1|`6kPJZM97LwdG9QIsT7khp6`
`4ScCswdRlyA23odg9thgIO`|`Jess Glynne`|0|`083Qf6hn6sFL6xiOHlZUyn`
`23fqKkggKUBHNkbKtXEls4`|`Kygo`|0|`5sIx4BlfYGuZeSLF40N9GH`
`360IAlyVv4PCEVjgyMZrxK`|`Miguel`|1|`5sIx4BlfYGuZeSLF40N9GH`
`5WUlDfRSoLAfcVSX1WnrxN`|`Sia`|0|`73F87Sqh6jQWucOOvz1WFx`
`5fMUXHkw8R8eOP2RNVYEZX`|`Diplo`|1|`73F87Sqh6jQWucOOvz1WFx`
`2feDdbD5araYcm6JhFHHw7`|`Labrinth`|2|`73F87Sqh6jQWucOOvz1WFx`
`6IZ4ctovY9dl7bgHClAvKJ`|`LSD`|3|`73F87Sqh6jQWucOOvz1WFx`
`64KEffDW9EtZ1y2vBYgq8T`|`Marshmello`|0|`3ZbJMlEL4Kcme0ONRO7Slx`
